chunk_id,source_type,document,model,prompt_type,question,answer,Correctness,Question_Relevance,Information_Coverage
24,syllabus,534,gemini-2.5-flash,key_information,What is the topic of discussion and assigned reading for Week 7?,"Week 7 focuses on Data Visualization & Storytelling, with assigned readings from Story/Data Book #2, Chapters 9 & 10, and ""Storytelling with Data - Paths to Insight.""",,,
25,syllabus,534,gemini-2.5-flash,key_information,When is the final project delivery due?,The sixth and final project delivery is due on December 14th.,,,
26,macro_policy,Action_plan,gemini-2.5-flash,key_information,"What is the main objective of America's AI Action Plan, as outlined in the text?","The main objective of America's AI Action Plan is to achieve global dominance in artificial intelligence (AI), set global AI standards, and reap broad economic and military benefits, ushering in a new golden age of human flourishing, economic competitiveness, and national security.",,,
27,macro_policy,Action_plan,gemini-2.5-flash,key_information,What are the three pillars of America's AI Action Plan?,"The three pillars of America's AI Action Plan are innovation, infrastructure, and international diplomacy and security.",,,
28,macro_policy,Action_plan,gemini-2.5-flash,key_information,What is the overall objective of America's AI Action Plan?,"The Action Plan's objective is to articulate policy recommendations that the Administration can deliver for the American people to achieve the President’s vision of global AI dominance, as America aims to win the AI race.",,,
29,macro_policy,Action_plan,gemini-2.5-flash,key_information,What is a key objective of Pillar I (Accelerate AI Innovation) in America's AI Action Plan?,"A key objective is for America to have the most powerful AI systems globally and to lead in their creative and transformative application, which requires the Federal government to foster private-sector-led innovation.",,,
30,macro_policy,Action_plan,gemini-2.5-flash,key_information,What is a key focus for AI systems regarding free speech and American values?,"It is essential that AI systems be built from the ground up with freedom of speech and expression in mind, and that U.S. government policy does not interfere with that objective, ensuring free speech flourishes and AI procured by the Federal government objectively reflects truth rather than social engineering agendas.",,,
31,macro_policy,Action_plan,gemini-2.5-flash,key_information,What is identified as the bottleneck to harnessing AI's full potential?,"The bottleneck to harnessing AI's full potential is not necessarily the availability of models, tools, or applications, but rather the limited and slow adoption of AI, particularly within large, established organizations.",,,
32,macro_policy,Action_plan,gemini-2.5-flash,key_information,What is identified as the primary bottleneck to fully utilizing AI's potential?,"The limited and slow adoption of AI, especially within large, established organizations.",,,
33,macro_policy,Action_plan,gemini-2.5-flash,key_information,"What is a core objective for relevant education and workforce funding streams, led by the Department of Labor (DOL), the Department of Education (ED), NSF, and DOC, according to the Trump Administration's AI action plan?",Prioritizing AI skill development.,,,
34,macro_policy,Action_plan,gemini-2.5-flash,key_information,What is a key focus of the Trump Administration's approach to AI for American workers?,"The Trump Administration supports a worker-first AI agenda through initiatives such as expanding AI literacy and skills development, continuously evaluating AI’s impact on the labor market, and piloting new innovations to help workers thrive in an AI-driven economy.",,,
35,macro_policy,Action_plan,gemini-2.5-flash,key_information,What is a crucial goal for America and its allies regarding next-generation AI technologies?,It is crucial that America and its trusted allies be world-class manufacturers of these next-generation technologies.,,,
36,macro_policy,Action_plan,gemini-2.5-flash,key_information,What are the primary goals of America's AI Action Plan concerning the workforce?,"The primary goals are to produce recurring analyses and scenario planning to inform workforce and education policy, fund rapid retraining for individuals impacted by AI-related job displacement, and pilot new approaches to address workforce challenges created by AI, such as retraining needs and shifting skill requirements.",,,
37,macro_policy,Action_plan,gemini-2.5-flash,key_information,What key shift will be necessary for AI to accelerate scientific advancement?,"For AI to accelerate scientific advancement, critical changes in the way science is conducted, including enabling scientific infrastructure and transforming theories into industrial-scale enterprises, will be required.",,,
38,macro_policy,Action_plan,gemini-2.5-flash,key_information,What is a key challenge in using advanced AI systems in high-stakes applications like national security?,"The inner workings of frontier AI systems are poorly understood, and technologists often cannot explain why a model produced a specific output, leading to a lack of predictability that makes it challenging to use advanced AI in such applications.",,,
39,macro_policy,Action_plan,gemini-2.5-flash,key_information,What is a key focus of America's AI Action Plan regarding the inner workings of AI systems?,"A key focus is to invest in AI interpretability, control, and robustness breakthroughs because the inner workings of frontier AI systems are poorly understood, making it hard to predict their behavior and potentially limiting their use in high-stakes applications.",,,
40,macro_policy,Action_plan,gemini-2.5-flash,key_information,"What is the primary focus of Pillar II, ""Build American AI Infrastructure,"" in the America's AI Action Plan?","The primary focus of Pillar II is on driving AI adoption within the government through various policy actions, including formalizing interagency coordination, creating talent-exchange programs, establishing AI procurement tools, implementing technology transfer programs, ensuring employee access to AI tools, and piloting AI use in public services, with a specific emphasis on the Department of Defense.",,,
41,macro_policy,Action_plan,gemini-2.5-flash,key_information,What is a key recommendation for formalizing interagency coordination on AI adoption in the government?,The text recommends formalizing the Chief Artificial Intelligence Officer Council (CAIOC) as the primary venue for interagency coordination and collaboration on AI adoption.,,,
42,macro_policy,Action_plan,gemini-2.5-flash,key_information,What is the primary focus of America's AI Action Plan?,"America's AI Action Plan primarily focuses on leveraging AI at scale within the Department of Defense (DOD) by addressing workforce development, establishing an AI proving ground, streamlining workflows, securing computing resources, and fostering AI education in military colleges, while also protecting AI innovations and combating synthetic media.",,,
43,macro_policy,Action_plan,gemini-2.5-flash,key_information,What agency is recommended to lead the development of NIST's deepfake evaluation program into a formal guideline and voluntary forensic benchmark?,NIST at DOC (Department of Commerce) is recommended to lead this development.,,,
44,macro_policy,Action_plan,gemini-2.5-flash,key_information,What entity is recommended to lead the development of NIST’s Guardians of Forensic Evidence deepfake evaluation program into a formal guideline and voluntary forensic benchmark?,NIST at DOC (Department of Commerce) is recommended to lead this development.,,,
45,macro_policy,Action_plan,gemini-2.5-flash,key_information,What is a major challenge for America's AI dominance regarding infrastructure?,"America's energy capacity has stagnated since the 1970s, and its existing environmental permitting system and other regulations make it difficult to build the necessary AI infrastructure, such as factories for chips, data centers, and new energy sources, with the required speed.",,,
46,macro_policy,Action_plan,gemini-2.5-flash,key_information,What is one of the main challenges the U.S. electric grid is facing that demands strategic foresight and decisive action?,Escalating demand driven by electrification and the technological advancements of AI are increasing pressures on the grid.,,,
47,macro_policy,Action_plan,gemini-2.5-flash,key_information,"What is a key challenge facing the U.S. electric grid, according to the text?","The U.S. electric grid is facing escalating demand driven by electrification and the technological advancements of AI, which are increasing pressures on the grid.",,,
48,macro_policy,Action_plan,gemini-2.5-flash,key_information,What is a key reason for building high-security data centers for military and intelligence community usage?,"It is likely that AI will be used with some of the U.S. government’s most sensitive data, and these data centers must be resistant to attacks from determined nation-state actors.",,,
49,macro_policy,Action_plan,gemini-2.5-flash,key_information,What is the main goal of the initiative to train a skilled workforce for AI infrastructure?,"The main goal is to build the infrastructure needed to power America's AI future by investing in the workforce that will build, operate, and maintain it, addressing shortages in critical jobs, and fueling American AI leadership.",,,
50,macro_policy,Action_plan,gemini-2.5-flash,key_information,"What is the primary goal of the ""Train a Skilled Workforce for AI Infrastructure"" action plan described in the text?","The primary goal is to invest in and develop the workforce necessary to build, operate, and maintain America's AI infrastructure, addressing shortages in critical jobs through identifying priority roles, developing skills frameworks, supporting industry-driven training, and expanding early pipelines.",,,
51,macro_policy,Action_plan,gemini-2.5-flash,key_information,What is a key goal of America's AI Action Plan regarding its workforce?,"A key goal is to invest in and train a skilled workforce to build, operate, and maintain the infrastructure needed to power America's AI future.",,,
52,macro_policy,Action_plan,gemini-2.5-flash,key_information,What is a key concern regarding the use of AI in cyber and critical infrastructure?,"The use of AI in cyber and critical infrastructure exposes those AI systems to adversarial threats, requiring the use of secure-by-design, robust, and resilient AI systems that can detect performance shifts and alert to potential malicious activities.",,,
53,macro_policy,Action_plan,gemini-2.5-flash,key_information,What is a key recommendation for promoting the sharing of AI-security threat information across U.S. critical infrastructure sectors?,"A key recommendation is to establish an AI Information Sharing and Analysis Center (AI-ISAC), led by DHS in collaboration with CAISI at DOC and the Office of the National Cyber Director.",,,
54,macro_policy,Action_plan,gemini-2.5-flash,key_information,What is a key recommendation for promoting secure-by-design AI technologies and applications?,"The U.S. government should ensure that the AI systems it relies on, especially for national security applications, are protected against spurious or malicious inputs, and promote resilient and secure AI development and deployment as a core activity.",,,
55,macro_policy,Action_plan,gemini-2.5-flash,key_information,What is the main goal of promoting mature federal capacity for AI incident response in America's AI Action Plan?,"The main goal is to ensure that if AI systems fail, the impacts to critical services or infrastructure are minimized and response is immediate through prudent planning.",,,
56,macro_policy,Action_plan,gemini-2.5-flash,key_information,Why is investing in biosecurity important in the age of AI?,"Investing in biosecurity is crucial because while AI can lead to advancements like cures for diseases, it also creates new avenues for malicious actors to synthesize harmful pathogens and biomolecules.",,,
57,Wiki,Neural_network,gemini-2.5-flash,key_information,What is a neural network (NN) in machine learning?,"In machine learning, a neural network (NN), also known as an artificial neural network (ANN), is a computational model inspired by the structure and functions of biological neural networks.",,,
58,Wiki,Neural_network,gemini-2.5-flash,key_information,"What was one of the historical applications of the method of least squares, also known as linear regression?",The method of least squares was used by Legendre (1805) and Gauss (1795) for the prediction of planetary movement.,,,
59,Wiki,Neural_network,gemini-2.5-flash,key_information,"What was the first working deep learning algorithm, and when was it published?","The first working deep learning algorithm was the Group method of data handling, published in 1965 by Alexey Ivakhnenko and Valentin Lapa in the Soviet Union.",,,
60,Wiki,Neural_network,gemini-2.5-flash,key_information,What algorithm allowed multi-layer neural networks to be trained efficiently?,The backpropagation algorithm allowed multi-layer neural networks to be trained efficiently.,,,
61,Wiki,Neural_network,gemini-2.5-flash,key_information,What was one of the origins of Recurrent Neural Networks (RNNs)?,"One origin of Recurrent Neural Networks (RNNs) was statistical mechanics, specifically Shun'ichi Amari's 1972 proposal to modify the weights of an Ising model using Hebbian learning rules as a model of associative memory.",,,
62,Wiki,Neural_network,gemini-2.5-flash,key_information,What significant development in neural networks occurred between 2009 and 2012?,"Between 2009 and 2012, Artificial Neural Networks (ANNs) began winning prizes in image recognition contests and approaching human-level performance on various tasks, particularly in pattern and handwriting recognition.",,,
63,Wiki,Neural_network,gemini-2.5-flash,key_information,"What was the original principle behind Generative Adversarial Networks (GANs), and who first published it?","The GAN principle was originally published in 1991 by Jürgen Schmidhuber, who called it ""artificial curiosity,"" where two neural networks contest with each other in a zero-sum game.",,,
64,Wiki,Neural_network,gemini-2.5-flash,key_information,How do artificial neurons produce a single numerical output?,"Each artificial neuron takes the weighted sum of all its numerical inputs, adds a bias term to this sum, and then passes this result through a nonlinear activation function.",,,
65,Wiki,Neural_network,gemini-2.5-flash,key_information,What is used to adjust the connection weights in a neural network to account for errors found during learning?,Backpropagation is a method used to adjust the connection weights to compensate for each error found during learning.,,,
66,Wiki,Neural_network,gemini-2.5-flash,key_information,What are the three main learning paradigms into which machine learning is commonly separated?,"Machine learning is commonly separated into supervised learning, unsupervised learning, and reinforcement learning.",,,
67,Wiki,Neural_network,gemini-2.5-flash,key_information,What is the primary purpose of reinforcement learning in the context of games?,The aim of reinforcement learning in games is to weight the network (devise a policy) to perform actions that minimize long-term (expected cumulative) cost to win the game.,,,
68,Wiki,Neural_network,gemini-2.5-flash,key_information,What are the two modes of learning discussed in the text?,The two modes of learning discussed in the text are stochastic and batch learning.,,,
69,Wiki,Neural_network,gemini-2.5-flash,key_information,What is Neural Architecture Search (NAS)?,Neural Architecture Search (NAS) is a method that utilizes machine learning to automate the design of Artificial Neural Networks (ANNs).,,,
70,Wiki,Neural_network,gemini-2.5-flash,key_information,"What is a key theoretical property of the multilayer perceptron, according to the provided text?","The multilayer perceptron is a universal function approximator, as proven by the universal approximation theorem.",,,
71,Wiki,Neural_network,gemini-2.5-flash,key_information,What are two approaches used to address over-training in applications creating systems that generalize well to unseen examples?,The first approach is to use cross-validation and similar techniques to check for over-training and select hyperparameters to minimize generalization error. The second approach is to use some form of regularization.,,,
72,Wiki,Neural_network,gemini-2.5-flash,key_information,What are some of the fields where Artificial Neural Networks (ANNs) have a broad range of applications?,"ANNs have a broad range of applications in fields such as image processing, speech recognition, natural language processing, finance, and medicine, and form the core of many artificial intelligence systems including natural language processing, computer vision, speech recognition, and autonomous systems.",,,
73,Wiki,Neural_network,gemini-2.5-flash,key_information,How are Graph Neural Networks (GNNs) being utilized in materials science?,GNNs are being utilized to scale deep learning for the discovery of new stable materials by efficiently predicting the total energy of crystals.,,,
74,Wiki,Neural_network,gemini-2.5-flash,key_information,What are the primary applications of Artificial Neural Networks (ANNs) in the field of medicine?,"In medicine, ANNs are used to enhance diagnostic accuracy through interpreting complex medical imaging for early disease detection, predict patient outcomes for personalized treatment planning, speed up the identification of potential drug candidates and predict their efficacy and safety in drug discovery, and enable tailored therapies and efficient patient care management in personalized medicine and healthcare data analysis.",,,
75,Wiki,Neural_network,gemini-2.5-flash,key_information,"What is a common criticism of neural networks, especially in robotics?","A common criticism of neural networks, particularly in robotics, is that they require too many training samples for real-world operation.",,,
76,Wiki,Neural_network,gemini-2.5-flash,key_information,What is a key factor contributing to the resurgence of neural networks in the twenty-first century?,"The resurgence of neural networks in the twenty-first century is largely attributable to advances in hardware, specifically the million-fold increase in computing power delivered by GPGPUs (on GPUs) from 1991 to 2015.",,,
77,Wiki,Neural_network,gemini-2.5-flash,key_information,What is concept drift in the context of neural networks?,"Concept drift is a phenomenon where the statistical properties of the input data change over time when neural networks are deployed in real-world applications, which can reduce predictive accuracy and lead to unreliable decisions if not detected and corrected.",,,
78,Wiki,Neural_network,gemini-2.5-flash,key_information,What is one advantage of analyzing what has been learned by an Artificial Neural Network (ANN) compared to a biological neural network?,Analyzing what has been learned by an ANN is much easier than analyzing what has been learned by a biological neural network.,,,
79,Wiki,Climate_change,gemini-2.5-flash,key_information,"What is the primary cause of the modern-day rise in global temperatures, identified as a key component of present-day climate change?","The modern-day rise in global temperatures is driven by human activities, especially fossil fuel (coal, oil, and natural gas) burning since the Industrial Revolution.",,,
80,Wiki,Climate_change,gemini-2.5-flash,key_information,"What is the scientific distinction between ""global warming"" and ""climate change""?","Scientifically, ""global warming"" refers specifically to an increased global average surface temperature, whereas ""climate change"" encompasses both global warming and its broader effects on Earth's climate system, such as changes in precipitation.",,,
81,Wiki,Climate_change,gemini-2.5-flash,key_information,What has been the primary driver of the marked increase in temperature after 1970?,"After 1970, the increasing accumulation of greenhouse gases and controls on sulfur pollution led to a marked increase in temperature.",,,
82,Wiki,Climate_change,gemini-2.5-flash,key_information,What are the projected global warming ranges by 2100 under different greenhouse gas emission scenarios?,"By 2100, global warming is very likely to reach 1.0–1.8 °C under a very low emissions scenario, 2.1–3.5 °C under an intermediate emissions scenario, or 3.3–5.7 °C under a very high emissions scenario.",,,
83,Wiki,Climate_change,gemini-2.5-flash,key_information,What is the primary function of greenhouse gases in Earth's atmosphere?,"Greenhouse gases are transparent to sunlight, allowing it to pass through and heat the Earth's surface. They then absorb a portion of the heat radiated by the Earth, slowing its escape into space and trapping heat near the surface, thus warming the planet over time.",,,
84,Wiki,Climate_change,gemini-2.5-flash,key_information,What is the primary human activity that has increased greenhouse gases in the atmosphere since the Industrial Revolution?,"The primary human activity that has increased greenhouse gases in the atmosphere since the Industrial Revolution is mainly extracting and burning fossil fuels (coal, oil, and natural gas).",,,
85,Wiki,Climate_change,gemini-2.5-flash,key_information,What has been the dominant direct influence on temperature from land use change globally to date?,"Globally, increases in surface albedo have been the dominant direct influence on temperature from land use change to date, resulting in an estimated slight cooling effect.",,,
86,Wiki,Climate_change,gemini-2.5-flash,key_information,What is the primary balancing mechanism for the Earth's climate system in response to rising temperatures?,"The primary balancing mechanism is radiative cooling, where Earth's surface gives off more heat to space as temperatures increase.",,,
87,Wiki,Climate_change,gemini-2.5-flash,key_information,What is a climate model?,"A climate model is a representation of the physical, chemical, and biological processes that influence the climate system.",,,
88,Wiki,Climate_change,gemini-2.5-flash,key_information,What are the primary drivers of global sea level rise?,Global sea level is rising as a consequence of thermal expansion and the melting of glaciers and ice sheets.,,,
89,Wiki,Climate_change,gemini-2.5-flash,key_information,What are the long-term effects of climate change on oceans?,"The long-term effects of climate change on oceans include further ice melt, ocean warming, sea level rise, ocean acidification, and ocean deoxygenation.",,,
90,Wiki,Climate_change,gemini-2.5-flash,key_information,What are the primary impacts of climate change on human health and well-being?,"Climate change is considered one of the biggest threats to global health, leading to increased illness and death from temperature extremes, affecting food and water security, and increasing the transmission of infectious diseases. It is projected to cause 14.5 million more deaths by 2050, and a significant portion of the global population will live in areas with extreme heat and humidity associated with excess deaths.",,,
91,Wiki,Climate_change,gemini-2.5-flash,key_information,How does climate change affect agricultural productivity globally?,"Agricultural productivity has been positively affected in some high latitude areas, but negatively affected in mid- and low-latitude areas, with suitable areas for various crops typically shifting to higher latitudes and altitudes.",,,
92,Wiki,Climate_change,gemini-2.5-flash,key_information,What is the estimated timeframe for global greenhouse gas emissions to reach net-zero in order to limit global warming to less than 2 °C?,Global greenhouse gas emissions need to be net-zero by 2070.,,,
93,Wiki,Climate_change,gemini-2.5-flash,key_information,What is considered key to limiting climate change?,Renewable energy is considered key to limiting climate change.,,,
94,Wiki,Climate_change,gemini-2.5-flash,key_information,What would be the health benefits of meeting the Paris Agreement goals to limit global warming?,"Meeting the Paris Agreement goals that limit warming to a 2 °C increase could save about a million lives per year by 2050, whereas limiting global warming to 1.5 °C could save millions and simultaneously increase energy security and reduce poverty.",,,
95,Wiki,Climate_change,gemini-2.5-flash,key_information,What are the key strategies mentioned for reducing greenhouse gas emissions from agricultural production and land use?,"Key strategies include reducing growth in demand for food and other agricultural products, increasing land productivity, protecting and restoring forests, and reducing greenhouse gas emissions from agricultural production, with a significant component being shifting people towards plant-based diets to eliminate a large portion of emissions from livestock.",,,
96,Wiki,Climate_change,gemini-2.5-flash,key_information,What is adaptation in the context of climate change?,"Adaptation is ""the process of adjustment to current or expected changes in climate and its effects"".",,,
97,Wiki,Climate_change,gemini-2.5-flash,key_information,What are some policy options being used to reduce greenhouse gas emissions?,"A wide range of policies, regulations, and laws are being employed, including carbon pricing through carbon taxes and emissions trading systems, ending direct global fossil fuel subsidies, implementing vehicle efficiency standards, renewable fuel standards, and air pollution regulations on heavy industry.",,,
98,Wiki,Climate_change,gemini-2.5-flash,key_information,What is the main goal of the United Nations Framework Convention on Climate Change (UNFCCC)?,The main goal of the UNFCCC is to prevent dangerous human interference with the climate system.,,,
99,Wiki,Climate_change,gemini-2.5-flash,key_information,What are the main goals of the Paris Agreement?,"The Paris Agreement aims to keep global warming well below 2.0 °C, with an aspirational goal of keeping warming under 1.5 °C, and requires countries to regularly set and reevaluate increasingly ambitious emission reduction goals every five years while financially supporting developing nations.",,,
100,Wiki,Climate_change,gemini-2.5-flash,key_information,What is the primary strategy used by groups that spread climate change denial and misinformation?,The main strategy of these groups has been to manufacture doubt about climate-change related scientific data and results.,,,
101,Wiki,Climate_change,gemini-2.5-flash,key_information,How has public concern about climate change evolved over time?,"Public concern about climate change has increased over time, with a majority of citizens in 30 countries expressing a high level of worry or viewing it as a global emergency in 2021.",,,
102,Wiki,Climate_change,gemini-2.5-flash,key_information,What is the primary role of Earth's atmosphere in regulating the planet's temperature?,"Earth's atmosphere is transparent to sunlight, allowing it to reach the surface and convert to heat. However, the atmosphere is not transparent to heat radiating from the surface, effectively capturing some of that heat and warming the planet.",,,
103,Wiki,Climate_change,gemini-2.5-flash,key_information,What is the scientific consensus regarding climate change and its causation?,"There is a nearly unanimous scientific consensus that the climate is warming and that this is caused by human activities, with recent literature showing over 99% agreement among scientists, and no national or international scientific body disagreeing with this view.",,,
104,Wiki,Climate_change,gemini-2.5-flash,key_information,"What was the observed warming for the 2014-2023 decade average, and how much of it was human-induced?","The observed warming for the 2014-2023 decade average was 1.19 [1.06 to 1.30] °C, and 1.19 [1.0 to 1.4] °C of that was human-induced.",,,
1,return_policy,Apple,gemini-2.5-flash,baseline,How many days after receiving a product can you return an undamaged item to an Apple Store?,14 days,,,
2,return_policy,Apple,gemini-2.5-flash,baseline,What happens if you paid for a portion of an item with your Apple Account balance and are owed a refund?,That portion of the refund will be issued back to your Apple Account balance.,,,
3,return_policy,Apple,gemini-2.5-flash,baseline,What might Apple do if activated security features on a returned product cannot be disabled?,Apple may refuse the return or exchange.,,,
4,return_policy,Apple,gemini-2.5-flash,baseline,What is the common term for modifying the software on an iPhone?,Jail-breaking.,,,
5,return_policy,Apple,gemini-2.5-flash,baseline,What happens after Apple receives your Online or Call Center order?,Apple will provide an email order confirmation.,,,
6,return_policy,Apple,gemini-2.5-flash,baseline,What is required for picking up an item purchased via in-store pickup?,A government-issued photo ID and order number.,,,
7,return_policy,Apple,gemini-2.5-flash,baseline,What does Apple do if it cannot supply a product that was ordered?,Apple will cancel the order and refund the purchase price in full.,,,
8,return_policy,Aritzia,gemini-2.5-flash,baseline,How long after the shipping date can a customer receive a full refund for regular priced merchandise purchased online?,Within fourteen days from the shipping date.,,,
9,return_policy,Aritzia,gemini-2.5-flash,baseline,How long after the shipping date can sale items with a discount less than fifty percent be exchanged or returned for merchandise credit?,Within fourteen days from the shipping date.,,,
10,return_policy,Aritzia,gemini-2.5-flash,baseline,What items are generally not eligible for return or exchange unless required by law?,"Sale items marked at fifty percent off or greater, intimates and shapewear, hosiery, face masks, and certain personalized or special products as listed on the site.",,,
11,syllabus,561,gemini-2.5-flash,baseline,What is the email address for Dr. Shalini Gupta?,shalinig@usc.edu,,,
12,syllabus,561,gemini-2.5-flash,baseline,What software is required to analyze data?,Microsoft Excel,,,
13,syllabus,561,gemini-2.5-flash,baseline,What three cash flow techniques do students need to apply for the project calculations?,"Equity cash flows technique, total cash flows, and operating cash flows techniques.",,,
14,syllabus,561,gemini-2.5-flash,baseline,"What devices are not permitted during classes, exams, and quizzes?","Laptops, phones, iPads, or similar devices.",,,
15,syllabus,561,gemini-2.5-flash,baseline,What percentage does Exam 1 contribute to the total grade?,20%,,,
16,syllabus,561,gemini-2.5-flash,baseline,What topics are covered in Chapter 2?,"Introduction and Interest, and Factors.",,,
17,syllabus,534,gemini-2.5-flash,baseline,What is the instructor's email address?,Sid@Mohasseb.com,,,
18,syllabus,534,gemini-2.5-flash,baseline,Where can additional readings that are not available for purchase be found?,Via The Backboard.,,,
19,syllabus,534,gemini-2.5-flash,baseline,"What is the ISBN-13 for the textbook ""Storytelling with Data: A Data Visualization Guide for Business Professionals""?",978-1119002253,,,
20,syllabus,534,gemini-2.5-flash,baseline,What is the largest component of your grade?,The client project is the largest component of your grade.,,,
21,syllabus,534,gemini-2.5-flash,baseline,What percentage of the final grade is allocated to the Client Project Phase I - Problem Definition & Solution Approach?,25.00%,,,
22,syllabus,534,gemini-2.5-flash,baseline,"What percentage of the total grade is allocated to ""Interface (Visuals) & Scalability""?",11%,,,
23,syllabus,534,gemini-2.5-flash,baseline,"What is the maximum report format for the ""APPLY DESIGN THINKING"" deliverable?",2-page maximum.,,,
24,syllabus,534,gemini-2.5-flash,baseline,What are students required to do while taking the online Mid-Term exam?,Students have to be online while taking the test with cameras and microphones open.,,,
25,syllabus,534,gemini-2.5-flash,baseline,When is the final exam for ISE 534?,"The final exam for ISE 534 is on December 15th, 2025.",,,
26,macro_policy,Action_plan,gemini-2.5-flash,baseline,What are the three pillars of America's AI Action Plan?,"Innovation, infrastructure, and international diplomacy and security.",,,
27,macro_policy,Action_plan,gemini-2.5-flash,baseline,What are the three pillars of America's AI Action Plan?,"The three pillars are innovation, infrastructure, and international diplomacy and security.",,,
28,macro_policy,Action_plan,gemini-2.5-flash,baseline,"Who are the authors of ""America's AI Action Plan""?","Michael J. Kratsios, David O. Sacks, and Marco A. Rubio.",,,
29,macro_policy,Action_plan,gemini-2.5-flash,baseline,Which Executive Order did President Trump rescind to remove red tape for AI?,Executive Order 14110 on AI.,,,
30,macro_policy,Action_plan,gemini-2.5-flash,baseline,What organizations are encouraged by the text to ensure access to large-scale computing power for startups and academics?,The Federal government.,,,
31,macro_policy,Action_plan,gemini-2.5-flash,baseline,What is preventing the full potential of AI from being harnessed currently?,"The limited and slow adoption of AI, particularly within large, established organizations.",,,
32,macro_policy,Action_plan,gemini-2.5-flash,baseline,Which entities are collaborating to accelerate the maturation of a healthy financial market for compute?,"NIST at DOC, OSTP, and the National Science Foundation’s (NSF) National AI Research Resource (NAIRR) pilot.",,,
33,macro_policy,Action_plan,gemini-2.5-flash,baseline,What is one of the ways the Trump Administration proposes to expand AI literacy and skills development?,"Promote the integration of AI skill development into relevant programs, including career and technical education (CTE), workforce training, apprenticeships, and other federally supported skills initiatives.",,,
34,macro_policy,Action_plan,gemini-2.5-flash,baseline,"What do Executive Orders 14277 and 14278, issued in April 2025, address?","Executive Order 14277 is ""Advancing Artificial Intelligence Education for American Youth"" and Executive Order 14278 is ""Preparing Americans for High-Paying Skilled Trade Jobs of the Future.""",,,
35,macro_policy,Action_plan,gemini-2.5-flash,baseline,What federal agencies should prioritize investment in emerging technologies related to manufacturing and logistics?,"DOD, DOC, DOE, NSF, and other Federal agencies.",,,
36,macro_policy,Action_plan,gemini-2.5-flash,baseline,What federal agencies should be involved in investing in and scaling foundational and translational manufacturing technologies?,"DOD, DOC, DOE, NSF, and other Federal agencies.",,,
37,macro_policy,Action_plan,gemini-2.5-flash,baseline,What can AI systems already generate models of?,"Protein structures, novel materials, and much else.",,,
38,macro_policy,Action_plan,gemini-2.5-flash,baseline,What is one recommended policy action to build an AI evaluations ecosystem?,"Publish guidelines and resources through NIST at DOC, including CAISI, for Federal agencies to conduct their own evaluations of AI systems for their distinct missions and operations and for compliance with existing law.",,,
39,macro_policy,Action_plan,gemini-2.5-flash,baseline,What is one recommended policy action to build an AI evaluations ecosystem?,"Publish guidelines and resources through NIST at DOC, including CAISI, for Federal agencies to conduct their own evaluations of AI systems for their distinct missions and operations and for compliance with existing law.",,,
40,macro_policy,Action_plan,gemini-2.5-flash,baseline,What is the purpose of the Chief Artificial Intelligence Officer Council (CAIOC)?,The CAIOC is the primary venue for interagency coordination and collaboration on AI adoption.,,,
41,macro_policy,Action_plan,gemini-2.5-flash,baseline,What is a recommended policy action to facilitate uniformity across the Federal enterprise regarding AI procurement?,"Create an AI procurement toolbox managed by the General Services Administration (GSA), in coordination with OMB.",,,
42,macro_policy,Action_plan,gemini-2.5-flash,baseline,What is one of the risks of AI that has become apparent to many Americans?,"Malicious deepfakes, whether they be audio recordings, videos, or photos.",,,
43,macro_policy,Action_plan,gemini-2.5-flash,baseline,"What organization is leading the development of NIST's ""Guardians of Forensic Evidence"" deepfake evaluation program?",NIST at DOC.,,,
44,macro_policy,Action_plan,gemini-2.5-flash,baseline,What organization is leading the effort to develop NIST’s Guardians of Forensic Evidence deepfake evaluation program into a formal guideline and a companion voluntary forensic benchmark?,NIST at DOC.,,,
45,macro_policy,Action_plan,gemini-2.5-flash,baseline,What is stated as essential for America's path to AI dominance?,Changing the troubling trend of stagnating American energy capacity since the 1970s while China has rapidly built out their grid.,,,
46,macro_policy,Action_plan,gemini-2.5-flash,baseline,What must the U.S. electric grid be upgraded to support?,The U.S. electric grid must be upgraded to support data centers and other energy-intensive industries of the future.,,,
47,macro_policy,Action_plan,gemini-2.5-flash,baseline,What is the purpose of expanding efforts to apply AI to accelerate and improve environmental reviews?,To accelerate and improve environmental reviews.,,,
48,macro_policy,Action_plan,gemini-2.5-flash,baseline,What will a revitalized U.S. chip industry generate?,"Thousands of high-paying jobs, reinforce technological leadership, and protect supply chains from disruption.",,,
49,macro_policy,Action_plan,gemini-2.5-flash,baseline,What is the third Pillar of America's AI Action Plan?,Lead in International AI Diplomacy and Security.,,,
50,macro_policy,Action_plan,gemini-2.5-flash,baseline,Which government departments are recommended to lead the creation of a national initiative to identify high-priority occupations essential to the buildout of AI-related infrastructure?,DOL and DOC.,,,
51,macro_policy,Action_plan,gemini-2.5-flash,baseline,What government departments are recommended to lead the creation of a national initiative to identify high-priority occupations essential to the buildout of AI-related infrastructure?,DOL and DOC.,,,
52,macro_policy,Action_plan,gemini-2.5-flash,baseline,Who should lead the establishment of an AI Information Sharing and Analysis Center (AI-ISAC)?,"DHS, in collaboration with CAISI at DOC and the Office of the National Cyber Director.",,,
